section	year	date	type	content	venue	title	file	source_url
by	2020	2020-04-20	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	I Built an App to Accompany Questlove’s DJ Set in 20 Minutes	2020--glitch-questlove-live-prince-music-notes-app.md	https://blog.glitch.com/post/questlove-live-prince-music-notes-app/
by	2020	2020-04-15	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Ready to run: How Glitch is making it easier to run apps in the cloud	2020--glitch-glitch-new-boosted-apps.md	https://blog.glitch.com/post/glitch-new-boosted-apps/
by	2020	2020-03-11	blog-post	full-text	anildash.com	My thinking on Covid-19	2020--my-thinking-on-covid-19.md	https://anildash.com/2020/03/11/my-thinking-on-covid-19/
by	2020	2020-02-20	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Glitch, Glimmer, and the Web We Need	2020--glitch-glitch-glimmer-technology-culture-stories.md	https://blog.glitch.com/post/glitch-glimmer-technology-culture-stories/
by	2019	2019-12-31	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	The Year in Glitches	2019--glitch-the-year-in-glitches.md	https://blog.glitch.com/post/the-year-in-glitches/
by	2019	2019-12-24	blog-post	full-text	anildash.com	The People's Web	2019--the-peoples-web.md	https://anildash.com/2019/12/23/the-peoples-web/
by	2019	2019-12-19	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, bonus: Live from Texas Tribune Fest — Reclaiming Community on the Web	2019--function-bonus-texas-tribune-festival.md	https://glitch.com/culture/bonus-live-from-the-2019-texas-tribune-festival/
by	2019	2019-12-10	blog-post	full-text	anildash.com	“Link In Bio” is a slow knife	2019--link-in-bio-is-how-they-tried-to-kill-the-web.md	https://anildash.com/2019/12/10/link-in-bio-is-how-they-tried-to-kill-the-web/
by	2019	2019-12-09	blog-post	full-text	anildash.com	Podcast of the Year: Function	2019--podcast-of-the-year-function.md	https://anildash.com/2019/12/09/podcast-of-the-year-function/
by	2019	2019-11-27	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 20: How To Save the 2020 Election — Stopping Fake News	2019--function-ep20.md	https://glitch.com/culture/function-episode-20/
by	2019	2019-11-21	blog-post	full-text	anildash.com	A primer on South Asians and Desis	2019--a-primer-on-south-asians-and-desis.md	https://anildash.com/2019/11/21/a-primer-on-south-asians-and-desis/
by	2019	2019-11-20	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 19: How to Save the 2020 Election: Journalism and Social Media	2019--function-ep19.md	https://glitch.com/culture/function-episode-19/
by	2019	2019-11-12	blog-post	full-text	anildash.com	The Sound Of Your Voice	2019--the-sound-of-your-voice.md	https://anildash.com/2019/11/11/the-sound-of-your-voice/
by	2019	2019-11-06	interview	full-text	Lifehacker	I'm Anil Dash, and This Is How I Work	2019--lifehacker-how-i-work.md	https://lifehacker.com/im-anil-dash-and-this-is-how-i-work-1840178691
by	2019	2019-10-23	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 16: American as Apple Pie: How Racism Gets Baked into Technology	2019--function-ep16.md	https://glitch.com/culture/function-episode-16/
by	2019	2019-10-16	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 15: GIFs as Blackface	2019--function-ep15.md	https://glitch.com/culture/function-episode-15/
by	2019	2019-10-09	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 14: Design Bias is Ruining Accessibility	2019--function-ep14.md	https://glitch.com/culture/function-episode-14/
by	2019	2019-10-02	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 13: We Can't Just Log Off: Mental Health and Tech	2019--function-ep13.md	https://glitch.com/culture/function-episode-13/
by	2019	2019-10-02	blog-post	full-text	anildash.com	Every Day, A Little Better	2019--every-day-a-little-better.md	https://anildash.com/2019/10/02/every-day-a-little-better/
by	2019	2019-09-11	blog-post	full-text	anildash.com	Eighteen is History	2019--eighteen-is-history.md	https://anildash.com/2019/09/11/eighteen-is-history/
by	2019	2019-07-23	blog-post	full-text	anildash.com	20 Years of Blogging: What I’ve Learned	2019--20-years-of-blogging-what-ive-learned.md	https://anildash.com/2019/07/23/20-years-of-blogging-what-ive-learned/
by	2019	2019-06-04	blog-post	full-text	anildash.com	Can You Trust A Company In 2019?	2019--can-you-trust-a-company-in-2019.md	https://anildash.com/2019/06/04/can-you-trust-a-company-in-2019/
by	2019	2019-05-22	blog-post	full-text	anildash.com	Putting the Soul in Console	2019--putting-the-soul-in-console.md	https://anildash.com/2019/05/22/putting-the-soul-in-console/
by	2019	2019-04-26	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Mouse, and How Tech Fulfills its Promise	2019--glitch-mouse-and-how-tech-fulfills-its-promise.md	https://blog.glitch.com/post/mouse-and-how-tech-fulfills-its-promise/
by	2019	2019-01-21	blog-post	full-text	anildash.com	I Should Have Written a JOMO Book.	2019--i-should-have-written-a-jomo-book.md	https://anildash.com/2019/01/21/i-should-have-written-a-jomo-book/
by	2019	2019-01-21	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 12: It's More Than Just Teaching Kids to Code; Live from CES	2019--function-ep12.md	https://glitch.com/culture/function-episode-12/
by	2019	2019-01-14	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 11: Social Media, 20 Years Ago	2019--function-ep11.md	https://glitch.com/culture/function-episode-11/
by	2019	2019-01-07	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 10: How Are Personal Finance Apps Changing Our Money Habits?	2019--function-ep10.md	https://glitch.com/culture/function-episode-10/
by	2019	2019-01-03	blog-post	full-text	anildash.com	After the Rhythm Nation	2019--after-the-rhythm-nation.md	https://anildash.com/2019/01/03/after-the-rhythm-nation/
by	2019		talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 18: Function \\\\ F18: Purple Reign: What it Was Like to Work with Prince	2019--function-ep18.md	https://glitch.com/culture/function-episode-18/
by	2019		talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 17: Function \\\\ F17: Computer Blue: Prince's Online Legacy	2019--function-ep17.md	https://glitch.com/culture/function-episode-17/
by	2019		talk-transcript	full-text	Developer Tea (podcast)	Developer Tea: Interview with Anil Dash (Part 2, transcript)	2019--developer-tea-interview-part.md	https://developertea.com/episodes/a60d2d2b-7153-4a0e-97d2-82fbdca19150
by	2018	2018-12-31	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 9: Digital Giving for Good	2018--function-ep09.md	https://glitch.com/culture/function-episode-9/
by	2018	2018-12-17	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 8: Why Are Outdated Voting Machines Still Running U.S. Elections?	2018--function-ep08.md	https://glitch.com/culture/function-episode-8/
by	2018	2018-12-10	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 7: Behind the Rising Labor Movement in Tech	2018--function-ep07.md	https://glitch.com/culture/function-episode-7/
by	2018	2018-12-03	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 6: The Wild World of Podcast Ads	2018--function-ep06.md	https://glitch.com/culture/function-episode-6/
by	2018	2018-11-28	blog-post	full-text	anildash.com	Every Single Video Prince Ever Made	2018--every-single-video-prince-ever-made.md	https://anildash.com/2018/11/28/every-single-video-prince-ever-made/
by	2018	2018-11-19	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 4: Should Twitter Have an Edit Button?	2018--function-ep04.md	https://glitch.com/culture/function-episode-4/
by	2018	2018-11-12	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 3: How GIFs Became Embedded in Our Culture	2018--function-ep03.md	https://glitch.com/culture/function-episode-3/
by	2018	2018-11-11	blog-post	full-text	anildash.com	A Murmuration of Starlings	2018--a-murmuration-of-starlings.md	https://anildash.com/2018/11/11/a-murmuration-of-starlings/
by	2018	2018-11-05	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 2: What Makes the Apple Notes App Good for Apologies and Grocery Lists?	2018--function-ep02.md	https://glitch.com/culture/function-episode-2/
by	2018	2018-10-29	talk-transcript	full-text	Function with Anil Dash (Glitch / Vox Media)	Function with Anil Dash, ep. 1: What Does Epic Games Owe the Artists Who Inspire Fortnite Emotes?	2018--function-ep01.md	https://glitch.com/culture/function-episode-1/
by	2018	2018-10-04	blog-post	full-text	anildash.com	We’re (still) not being alarmist enough about climate change	2018--were-still-not-being-alarmist-enough-about-climate-change.md	https://anildash.com/2018/10/04/were-still-not-being-alarmist-enough-about-climate-change/
by	2018	2018-09-13	blog-post	full-text	anildash.com	The price of relevance is fluency	2018--the-price-of-relevance-is-fluency.md	https://anildash.com/2018/09/13/the-price-of-relevance-is-fluency/
by	2018	2018-09-11	blog-post	full-text	anildash.com	Seventeen is (Almost) Just Another Day	2018--seventeen-is-almost-just-another-day.md	https://anildash.com/2018/09/11/seventeen-is-almost-just-another-day/
by	2018	2018-08-03	blog-post	full-text	anildash.com	A Much Faster Way to Charge your iPhone	2018--a-much-faster-way-to-charge-your-iphone-x.md	https://anildash.com/2018/08/03/a-much-faster-way-to-charge-your-iphone-x/
by	2018	2018-07-13	blog-post	full-text	anildash.com	Unfollowing Everybody	2018--unfollowing-everybody.md	https://anildash.com/2018/07/13/unfollowing-everybody/
by	2018	2018-07-08	interview	full-text	Recode / Vox — Too Embarrassed to Ask	Fog Creek Software CEO Anil Dash on Too Embarrassed to Ask (full transcript)	2018--recode-too-embarrassed-to-ask-transcript.md	https://www.vox.com/2018/7/8/17541986/transcript-glitch-fog-creek-ceo-anil-dash-software-too-embarrassed-kara-swisher-podcast
by	2018	2018-06-28	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	1 Million Apps on Glitch: The Creative Web is Back!	2018--glitch-1-million-apps-on-glitch-the-creative-web-is-back.md	https://blog.glitch.com/post/1-million-apps-on-glitch-the-creative-web-is-back-/
by	2018	2018-06-25	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	It’s Not Just Code, It’s a Network	2018--glitch-it-s-not-just-code-it-s-a-network.md	https://blog.glitch.com/post/it-s-not-just-code-it-s-a-network/
by	2018	2018-05-15	essay	full-text	Medium	What if JavaScript wins?	2018--medium-what-if-javascript-wins.md	https://medium.com/@anildash/what-if-javascript-wins-84898e5341a
by	2018	2018-05-11	blog-post	full-text	anildash.com	The Cartoon Kit	2018--the-cartoon-kit.md	https://anildash.com/2018/05/11/the-cartoon-kit/
by	2018	2018-05-02	blog-post	full-text	anildash.com	It's like Shazam — for your face!	2018--its-like-shazam-for-your-face.md	https://anildash.com/2018/05/02/its-like-shazam-for-your-face/
by	2018	2018-04-24	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Making Glitch Sustainable	2018--glitch-making-glitch-sustainable.md	https://blog.glitch.com/post/making-glitch-sustainable/
by	2018	2018-04-07	blog-post	full-text	anildash.com	12 Things Everyone Should Understand About Tech	2018--12-things-everyone-should-understand-about-tech.md	https://anildash.com/2018/04/07/12-things-everyone-should-understand-about-tech/
by	2018	2018-03-26	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Changing the Way We Build the Web, Together	2018--glitch-changing-the-way-we-build-the-web-together.md	https://blog.glitch.com/post/changing-the-way-we-build-the-web-together/
by	2018	2018-03-23	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	What is Glitch?	2018--glitch-what-is-glitch.md	https://blog.glitch.com/post/what-is-glitch/
by	2018	2018-03-22	blog-post	full-text	anildash.com	The Missing Building Blocks of the Web	2018--he-missing-building-blocks-of-the-web.md	https://anildash.com/2018/03/22/he-missing-building-blocks-of-the-web/
by	2018	2018-01-19	blog-post	full-text	anildash.com	Have the Hip Hop BBQ	2018--have-the-hip-hop-bbq.md	https://anildash.com/2018/01/19/have-the-hip-hop-bbq/
by	2018	2018-01-02	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Learning with Glitch in the New Year	2018--glitch-learning-with-glitch-in-the-new-year.md	https://blog.glitch.com/post/learning-with-glitch-in-the-new-year/
by	2017	2017-12-28	blog-post	full-text	anildash.com	Masters in Business	2017--masters-in-business.md	https://anildash.com/2017/12/28/masters-in-business/
by	2017	2017-12-16	blog-post	full-text	anildash.com	Every Last Jedi	2017--every-last-jedi.md	https://anildash.com/2017/12/15/every-last-jedi/
by	2017	2017-12-01	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	The building blocks of a creative community	2017--glitch-the-building-blocks-of-a-creative-community.md	https://blog.glitch.com/post/the-building-blocks-of-a-creative-community/
by	2017	2017-11-29	blog-post	full-text	anildash.com	Underscores, Optimization & Arms Races	2017--underscores-optimization-arms-races.md	https://anildash.com/2017/11/29/underscores-optimization-arms-races/
by	2017	2017-11-20	blog-post	full-text	anildash.com	Star Wars Minute!	2017--star-wars-minute.md	https://anildash.com/2017/11/20/star-wars-minute/
by	2017	2017-11-14	blog-post	full-text	anildash.com	4th Day of November...	2017--4th-day-of-november.md	https://anildash.com/2017/11/14/4th-day-of-november/
by	2017	2017-11-12	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Dev Rel success requires an ongoing connection to a community of peers	2017--glitch-dev-rel-success-requires-an-ongoing-connection-to-a-com.md	https://blog.glitch.com/post/dev-rel-success-requires-an-ongoing-connection-to-a-community-of-peers/
by	2017	2017-11-06	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Climate Leave: paid time off for extreme weather disruptions	2017--glitch-climate-leave-paid-time-off-for-extreme-weather-disrupt.md	https://blog.glitch.com/post/climate-leave-paid-time-off-for-extreme-weather-disruptions/
by	2017	2017-11-01	blog-post	full-text	anildash.com	Speaking at the Obama Foundation Summit	2017--speaking-at-the-obama-foundation-summit.md	https://anildash.com/2017/11/01/speaking-at-the-obama-foundation-summit/
by	2017	2017-10-24	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Dev Rel must be supported with ongoing investment in professional development	2017--glitch-dev-rel-must-be-supported-with-ongoing-investment-in-pr.md	https://blog.glitch.com/post/dev-rel-must-be-supported-with-ongoing-investment-in-professional-development/
by	2017	2017-10-12	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Dev Rel must be provided with a clear distinction from sales engineering	2017--glitch-dev-rel-must-be-provided-with-a-clear-distinction-from-.md	https://blog.glitch.com/post/dev-rel-must-be-provided-with-a-clear-distinction-from-sales-engineering/
by	2017	2017-10-11	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Dev Rel deserves support for building inclusive communities	2017--glitch-dev-rel-deserves-support-for-building-inclusive-communi.md	https://blog.glitch.com/post/dev-rel-deserves-support-for-building-inclusive-communities/
by	2017	2017-10-10	blog-post	full-text	Glitch blog (blog.glitch.com; formerly Fog Creek)	Dev Rel requires explicit ethical and social guidelines	2017--glitch-dev-rel-requires-explicit-ethical-and-social-guidelines.md	https://blog.glitch.com/post/dev-rel-requires-explicit-ethical-and-social-guidelines/
